epoch,train_loss,train_acc,val_loss,val_acc
0,3.7124549790432577,0.1490398313288103,3.1105302216317416,0.309666891233616
1,3.093092142908197,0.3078285725911458,2.5779429809742065,0.4971235374703792
2,2.7084152663381476,0.43726379929927356,2.1137350243979722,0.5635887977636256
3,2.444554153743543,0.49488719739412,1.9000960492409802,0.5859901283589585
4,2.287788767312702,0.515903325666461,1.7944516560760155,0.5966014410082199
5,2.172358123126783,0.5269890795255961,1.7331881432736655,0.6051918861425319
6,2.0805132685209577,0.5378506282337925,1.6474444532846388,0.6112897249194683
7,2.0094621864118074,0.5469154009902686,1.5699732882716644,0.6220052999342788
8,1.9543742483540585,0.5544764468544408,1.527767122639299,0.6273523665152455
9,1.8796938745599043,0.5651810763175027,1.4907003398190177,0.6370542987263034
10,1.8288150683202242,0.5705915109734786,1.4562729676187887,0.638622735913896
11,1.7669859484622352,0.5788225274336966,1.378386586480796,0.6507971343270976
12,1.7321124061785247,0.5814111836751301,1.3650850513817574,0.6466530894781176
13,1.6769753434783534,0.5897904004548725,1.3018219767588575,0.6628642873176467
14,1.6354171854571293,0.595338324831243,1.2728352396974068,0.6703608182934224
15,1.6018874109418768,0.5981232331928453,1.27147457158961,0.6685651806293507
16,1.559463660591527,0.6059417162443461,1.219280308739269,0.6730695245390256
17,1.5484165570610449,0.6067269308525219,1.2062398763064524,0.679280773723295
18,1.516496770256444,0.6109832817211486,1.1864321733255523,0.6794783424992132
19,1.466598458792034,0.6185490765487938,1.143800759767469,0.6850385078321701
20,1.4417236676969025,0.6238341937148779,1.1354194027835158,0.6910166989005573
21,1.4063054018271597,0.6278826101202714,1.1248663785333317,0.6899739125328607
22,1.3731865887892873,0.6332393445466694,1.0911388133091948,0.6935951630651104
23,1.3573711385224996,0.6345821608158579,1.076525639442471,0.6992416743418617
24,1.3150329195825676,0.6442022517689487,1.112638162634384,0.6944062653311056
25,1.317751922607422,0.6418347328587581,1.0577806247071633,0.6981142595480969
26,1.2728747355310541,0.6496338747258772,1.0176080332548132,0.7079744564978433
27,1.2614690172044853,0.6518482783802768,1.0075659469405622,0.7098454660713955
28,1.2221945576918753,0.6627912099737869,1.014414709396837,0.7119439111501685
29,1.2077906792414816,0.6640236811052288,0.9860957133543999,0.7129755065339437
30,1.2000662942936546,0.6615163970411869,0.982994122527787,0.7125329474137293
31,1.1827048589681324,0.6640558664422286,0.9672096351876643,0.713579783507433
32,1.1547064908554678,0.6710461372241638,0.9462671008014001,0.7177694420113948
33,1.1403876793384553,0.673501086318702,0.9559746201004462,0.7182406204006684
34,1.1200605509155674,0.6772446562114515,0.9549016936977893,0.7179636661475304
35,1.100032489111549,0.6813633406789679,0.9405374436581869,0.7204664510573257
36,1.0958276916805068,0.6805398746958949,0.9465487503327464,0.7197104359125075
37,1.0710144511022066,0.6848372663531387,0.9134686974835057,0.7235965095990078
38,1.0623295704942,0.6874031147203947,0.9250208767951947,0.7219054416457624
39,1.0348963564948033,0.6925341903954221,0.8944334723938133,0.7262618801605081
40,1.0324300114104623,0.6932145905076411,0.9043772686714244,0.7221210353182391
41,1.0108490337823566,0.6966032945064076,0.891733145968044,0.7272227318930965
42,0.9995382056738201,0.6994027843809963,0.8744958670218409,0.7297848886788174
43,0.9842044559905404,0.70332120928848,0.8682862205245484,0.7299052414735913
44,0.9692764473588843,0.7075579432437293,0.8559059329083746,0.7350809359437482
45,0.9569004476070404,0.7097785387541118,0.8548357414690804,0.7296737381632294
46,0.9461789214611054,0.7116595405444763,0.8552888894533094,0.7288401816128555
47,0.9316544548461312,0.7154883240816885,0.8375700349208868,0.7335812898608746
48,0.9185770217995894,0.7193493438185307,0.8417014488817957,0.7351507575591029
49,0.9253405829479819,0.7169321133797628,0.865811275079917,0.7283233895686001
50,0.8985155324559463,0.7240089657432154,0.8244846793006382,0.7393176182751408
51,0.8811957910186367,0.7284716341788308,0.8306728151595988,0.733574275156898
52,0.8821076453986921,0.7282362178334018,0.8527105999360153,0.7279898837844343
53,0.8657975798217874,0.7308033672131989,0.827868673261873,0.735729669507646
54,0.8494519500042262,0.7341924165424547,0.8128625822575737,0.7346643384599009
55,0.8389577115209479,0.7354124156215734,0.8100593068870888,0.7361063663428429
56,0.8297935328985515,0.7420488163462856,0.7979170659565813,0.7414156113755647
57,0.8215405105603368,0.74278131049976,0.8121827071029428,0.7309758154701849
58,0.8018537467404415,0.7481923019676877,0.7968439658247464,0.7358086210856506
59,0.8123863147434436,0.7423224412349232,0.8026542688998001,0.7370662056439297
60,0.7947435824180904,0.7478222549170778,0.7825206984982106,0.741221007577616
61,0.7946333572111631,0.7469685229920504,0.7897082531904157,0.740286334431002
62,0.7765384979310789,0.7521372343364514,0.7746794331130258,0.7428536256907676
63,0.7618441011717445,0.7562070478472793,0.8008511108809738,0.7379438572020328
64,0.7577159678622296,0.7575440390068188,0.7993652041630722,0.7356057370443481
65,0.7539678407970227,0.7582848987244722,0.7694111201576712,0.7408560260212252
66,0.736153979238711,0.7620344222219366,0.7972857462003897,0.7412070324070646
67,0.7228720416207063,0.7672194256698875,0.7870044153166044,0.7391472766749667
68,0.7215178142409575,0.7662488970840186,0.773058642849538,0.7386988237570813
69,0.7192897426454644,0.7668172548528303,0.7717275912233439,0.7441032915883721
70,0.7026579353997582,0.771748874061986,0.7641540218444797,0.7451907695752185
71,0.6957181357709985,0.7732981042694627,0.7640155961304479,0.7421084218680577
72,0.7040489559110842,0.7704636101973683,0.7692242568420573,0.7405142399937056
73,0.6790338014928918,0.7769997446160567,0.7727379483210532,0.740807863208355
74,0.6809559392929078,0.7763933496307908,0.7826979647597996,0.7415101290879091
75,0.6682898202381636,0.7803076653731497,0.7521391148674544,0.745176450901122
76,0.655666112962522,0.7853397382769668,0.7535788278444119,0.7427668277686241
77,0.6504462128720786,0.7855331661826686,0.7608565642935405,0.7398442453682705
78,0.6469012804094114,0.7861515138860334,0.7444219499543945,0.7457322757955976
79,0.6265903282479236,0.7923653264631304,0.7477016165781926,0.7404788229702773
80,0.6288034731777091,0.7902857168097245,0.7385294295458997,0.7419322407076144
81,0.6183117463400489,0.7944677600525972,0.7573524433854631,0.7396164663595046
82,0.6194154919134943,0.793691162644771,0.7285265092036171,0.7482086651698109
83,0.6117899320000096,0.7957116913377192,0.7316747232212275,0.7451878949929188
84,0.6115081993215963,0.7938768915544476,0.7304966398183769,0.7418608642867391
85,0.5901246018786179,0.8009266528748629,0.7496801192444082,0.7429902135478378
86,0.5877443041926936,0.8026246535987184,0.7380843667481183,0.7428520166478452
87,0.5818715379112646,0.8034885152180989,0.7341979891061783,0.7445575298291247
88,0.5771655678121668,0.8043929411235607,0.7239629695483294,0.7484135379158491
89,0.575384187761106,0.805446239270662,0.7244420396208198,0.7483455422930243
90,0.563339301473216,0.807304513496265,0.7192769963735652,0.7444507544639551
91,0.5600398797110507,0.8089293469880756,0.7277637245530766,0.7443222118214974
92,0.5604529745014091,0.8080004374186197,0.7259443546358443,0.7430928668704644
93,0.5500617673522548,0.8121352506938733,0.7176631270991682,0.7455742822439185
94,0.5454069949451246,0.8126764451411732,0.6976229783977378,0.7507418049455254
95,0.5360477903955861,0.8164370379531593,0.6913432795289568,0.7498273623498131
96,0.5357378724374269,0.8153991297671669,0.711427669742661,0.7493771376767995
97,0.5273540277543821,0.8178475149054276,0.713820795312312,0.7487796946159472
98,0.5178707164055423,0.8207895727324903,0.6954127605209983,0.7514612821606099
99,0.5132733639604167,0.8211408327336897,0.6883357610394605,0.7531242912979488
