epoch,train_loss,train_acc,val_loss,val_acc
0,0.03295691313712221,0.9607289846319901,0.7250931772681491,0.7893328011318407
1,0.03144943579639259,0.9608178925095943,0.7239773911887436,0.7866965379760165
2,0.02978305927722862,0.960976608008669,0.7059637854025828,0.7865153488954663
3,0.029599743332517775,0.9609058795058936,0.7147059210033213,0.7858119078722046
4,0.028544897892953534,0.9609855919553522,0.6912382722112804,0.7885739837212585
5,0.02815162602812052,0.9611338404605262,0.6938163741222491,0.7876516767022734
6,0.028751855721991314,0.9608025346722519,0.6847399025449256,0.7861825481975249
7,0.027021673720722134,0.9612114728961074,0.6861391448331953,0.7866313807772235
8,0.027013067031573308,0.9612020365397135,0.6686123510319475,0.7876943073001519
9,0.027315682886462463,0.9609605675412897,0.680881315480335,0.7861950770373594
10,0.026653703419785752,0.961111961498595,0.664572508555453,0.7861946973755461
11,0.027278040821026816,0.960920635022615,0.660655634080488,0.7848707623956328
12,0.026408887623172058,0.9613014836896929,0.6759707843664133,0.7869484345494854
13,0.027123709227889776,0.9610651384320175,0.6661610059546068,0.7849851129179318
14,0.025972011755955846,0.9613699046352453,0.6690753645029678,0.7840549233965399
15,0.02546099294369158,0.9614526099489445,0.6532140513661349,0.7880018333688167
16,0.025630004592239856,0.9613443421480947,0.6585122803799914,0.7852926209074627
17,0.025461108903155515,0.9613309599223889,0.6635979110666361,0.7856794239785434
18,0.02566510413822375,0.9613346782483552,0.654041284774717,0.7854484630422005
19,0.025207370927459314,0.961381158661424,0.6465037828443739,0.7860623761940907
20,0.025761878774746467,0.9611054189581619,0.665590592417248,0.781353412646253
21,0.025181645372588383,0.9614713086579975,0.6524727245995784,0.7848542561463271
22,0.024786786469385813,0.9615024633574903,0.6476190325349428,0.7854975117326348
23,0.024506660529265277,0.9616676437645627,0.6458522831729803,0.7866356655319721
24,0.024675752502915108,0.9615767790141858,0.651682930676293,0.786072699379582
25,0.02475569293393116,0.9614612860428658,0.6554843780553736,0.7878308409198201
26,0.024885135401824587,0.9614211125959429,0.6510606235449348,0.7863336355200312
27,0.02431925295509006,0.9615907341137266,0.660970721976452,0.7839608576625445
28,0.024801539384612912,0.9614634918748286,0.6420248054426994,0.7874097778898845
29,0.024475065597185965,0.9615474607233415,0.6398122603365031,0.7869343328249964
30,0.025459047936295207,0.9610837247078878,0.6475481827571211,0.7841529303817388
31,0.02647727442905307,0.9609744182385895,0.6497763890720092,0.7860762248107043
32,0.023935880808061676,0.9617403452019941,0.6259108961723144,0.7877617786280917
33,0.023958693538841447,0.9616724837453741,0.6451730086552023,0.7829897550610005
34,0.024075127514569382,0.9616484364292077,0.6489362974796815,0.7836232298358358
35,0.024502972499712516,0.9614704038385758,0.6371288680564171,0.785506099321266
36,0.02349358125736839,0.9619131094949287,0.6474608224044196,0.7848771262507869
37,0.024001503540693143,0.9616816604346559,0.6549952087032287,0.7846261155548819
38,0.023708884625842697,0.9618261210123698,0.62894978776786,0.7865861467840548
39,0.023647885536284823,0.9617651153029056,0.6507446801916683,0.7841107156039415
40,0.02394595159511817,0.9616352496230811,0.6316368753946788,0.7893673865151067
41,0.023305663235093418,0.9618875122070312,0.63954060521171,0.78595431721041
42,0.023656784604842725,0.9615650136847245,0.6229937386244394,0.7889062058869132
43,0.02422898900548094,0.9613920004326,0.6508510053087185,0.7875749669368799
44,0.023254688745854717,0.9618330704538445,0.620364528131711,0.7914444801366726
45,0.023195190840449773,0.96187913593493,0.6409868534777967,0.783752947622001
46,0.023528275406478266,0.9618093979149533,0.6379258402786548,0.7862012781803077
47,0.023869681873015667,0.9615869515402274,0.645654776932504,0.7851715991847323
48,0.0240641617343614,0.9614583386872944,0.633481250449097,0.7868175958570146
49,0.023965024915768914,0.9615732534308182,0.6238894469647611,0.7877725537919321
